SMS Translation,SMS Language,Category,Subcategory
GOV UK We have issue a payment of £ 258.76 to all resident as part of its promise to battle COVID XX Please visit http // uk -cvd-19-grant.com/to apply,en,Fraud,covid
Your Rabo Wereldpas will be restrict if you do not apply for the renew NFC 2.0 debit card before Friday XX September via bit.ly/RECYCLE RABOBANK,nl,Fraud,credit/debit card
Wednesday May XX XXXX Rappi We help you with the account We deposit XX in credit reward so you can order whatever you want TODAY until 11:59 PM T amp C XXXXXXXX,es,Ads,promo
PromoOnly 30K Chicken Cheese Burger X Pcs Waffle Fries Coke Exchange SMS now at the near Burger King click http //bit.ly/tselbk321 SKB info XXX,ms,Ads,promo
Exclusive XX Hour Savings on Lip Injections Get the Lips You Want with Versa Schedule an Appointment Today Click on Link for More http //slkt.io/jup,en,Ads,promo
"Meal Offer 2pc Chicken Rice Coke only Rp 30,000 Exchange SMS today at the near Burger King click http //bit.ly/tselbk271 SKB promo XXX",id,Ads,promo
Doctor Rosena be stand to be Deputy Leader She 's an A E doctor who have work in conflict zone help the world 's most vulnerable You can read more about her online www.drrosena.co.uk Christopher can she count on your vote Reply YES NO or MAYBE,en,Ads,politics/election
Choose number X Khofifah Emil Candidate for Governor of East Java Honest and Trustworthy,id,Ads,politics/election
Your Rabobank debit card will expire on XX-XX-XXXX Request your new bank card completely free of charge and prevent your bank account from be block via the website X.co/RABO Rabo Internet Banking http //x.co/RABO,nl,Fraud,credit/debit card
The EHEVE XXXX webinar have begin Log in to know about Studying in Europe XX XX Nov Join Studio A bit.ly/ XX Nov_StudioA Studio B bit.ly/25 Nov_StudioB,en,Ads,promo
Your +1000 PULSA COIN Customer Today Hasn XX t Been Collected IMMEDIATELY call XXX XX and choose X YES to take it Can Exchange Credit Data It XX s a shame if it XX s scorch,id,Ads,promo
Vicky how be you I miss you I ... michat.sg/s/r4fin Fri 21.10 to TELKOMSEL,id,Ads,other
ABN AMRO Your current debit card will expire before use Request the renew debit card for free now and prevent blockage via http //bit.do/67-Abn-Amro-NL,nl,Fraud,credit/debit card
YOUR NUMBER HAS WON 9OLAKH RUPEES FROM COCA COLA COMPANY U.K SEND YOUR NAME MOBILE NUMBER AGE SEX BANK DETAILS AND ADDRESS VIA cocacolaclaimcentr USER.co m,en,Fraud,prize
Hi Indosat Friends Special Promo For you you can get DOUBLE BONUS if you refill your number tomorrow you know Yukss don XX t miss it,id,Ads,promo
'20 Xmas special for AT T client previous iPads give away to make space for the new Pro XXXX iPads XX unit leave JOHN n9fsv.info/atYK,en,Ads,promo
SHOPEE INDONESIA Congratulations No You be Officially Registered 2nd Draw From SHOPEE Rp XXX million PIN J7K2B59 For prize info click www.pt shopee549.blogspot.com,id,Fraud,prize
PayPal We have limit your account due to safety concern Please visit http // paypal-user-id936.com before we be force to suspend service,en,Fraud,account alert
MSME Business loan Approved Your Application No CB348 RW58R747 HS5471 Has Been Approved Please Check The Status http //bit.ly/3czJ1A2,en,Ads,loan/gamble
Dear customer your Kotak credit card point worth INR XXXX expire by tomorrow Kindly redeem your point in cash by click here https //bit.ly/21Pwxcq,en,Fraud,credit/debit card
It XX s easy to get J4ckpot at Rgopker bit.do/RgoPker Play 4duQ Blackjack Three Kings Baccarat T063L Taiwan Live 12Ball Sbobet SLOT G4ME pker Grab the Profits,id,Ads,promo
WANT TO SOLVE PROBLEMS LIKE X In debt X Household expense X Unrealized income etc www.smartcard577.blogspo t.com wa XXXXXXXXXXXX,id,Ads,promo
Dear customer your SBI Net Banking account have be block please check your A C detail click here to login your net banking http //bit.ly/3qySfD3,en,Fraud,account alert
Good Orange plan +300 unlimited newspaper on ePresse on tablet mobile € X month for X month then € 9.99 without commitment bit.ly/2p1XvAn STOP to stop,fr,Ads,promo
It XX s be a long time I haven XX t hear your voice please call me here 08091401030. no sex and sara,id,Ads,other
Free chip up to 10.5 Billion in SLOTG4MES Play CEM3 Live36ball T063L China Pker BI4ckJ4CK Dominoes Three Kings SBOB3T Baccarat At Rgopker bit.do/RgoPker,id,Ads,gamble
Congratulation Your 9509XXXX34 be select for Rs 2000.00 directly in your Account Register now to use it TnC http //m4sg.com Ippjnnliqhp,en,Fraud,prize
Ruralvia Your Access be temporarily block To activate your account you can access safely from ht rur,es,Fraud,account alert
Congrats Dear Your A C XXXX6971 can be credit with Rs XXXXXX Verify your Email to Receive your amount T C http //xq3i.com/HWAHLNLKYQLLN,en,Fraud,financial
Amazon Congratulations Yovanny you come 2nd in March 's Amazon pod raffle Follow this link to b4grs.info/AtLos7tVix Apr XX 9:07 PM,en,Fraud,prize
Dear Customer Your PTAM KYC have be expire To Verified KYC call XXXXXXXXXX immediately your account will not be work within XX hr Thank you This message be send from an unknown number,en,Fraud,account alert
Dear Customer Your PhonePe KYC Has be expire Today Please call Customer care no XXXXXXXXXX immediately Your PhonePe Account block within 24hrs Thank YOU,en,Fraud,account alert
Your Cambridge Water E bill be head your way Find out more here http //www.endx.io/GEqlXwc X min,en,Fraud,financial
Dear Farmer We care for you During these difficult time in order to provide financial support to your family an amount of Rs XXXX under PM KISAN scheme have be credit in your bank account by Government of India Your Narendra Modi,en,Fraud,financial
Please visit http //ledger.legal website and update Ledger firmware as the previous one have a bug with the risk of lose asset,en,Fraud,account alert
Weddings for the poor from Beer Phrom Phong Free listening no internet fee click bit.ly/39fUjHk,th,Ads,promo
XXXX Your credit be not enough Activate Emergency Package 750MB XX min Tsel XX SMS Tsel Rp7k valid for X day Payment when top up Reply YES if you agree or call XXX X,id,Ads,promo
Dear Client Scottiabank Colpattria notifies you that due to recent change in our platform you must update your data at the following link bitly 37k37u.com,es,Fraud,account alert
Rabobank Your current debit card will expire before use Request the renew debit card now completely free of charge and prevent blockage via www.wereldpas-service.nl,nl,Fraud,credit/debit card
Caja Rural We need you to verify your account by enter your credential and SMS verification http // Cuenta-cajarural.com,es,Fraud,account alert
Safe system An authorization to spend € 251.78 have be request if you have not do it follow the following link http // accunc.me/unicredit/,it,Fraud,financial
Dear Supr Customer you have Rs 100.00 Supr Credits remaining out of which Rs 100.00 Supr Credits will expire on XX-XX-XXXX Supr Credits can be use to purchase a wide variety of grocery on the app Please utilise your Supr Credits before they expire Supr Daily,en,Ads,promo
Amazon have be try to contact you regard the prize XXXXX you win in the June Giveaway You article 8zs.co/ GATg1,es,Fraud,prize
Dear Customer your ICICI Bank Credit Card Application XXXXXXXXXXX be under process The final status will be communicate to you within XX day,en,Fraud,credit/debit card
LAST DAY Come on top up 50k credit at MYTELKOMSEL and get 75k include 25k credit for fellow Telkomsel number for X day only until XX Jun20 SKB Buy at tsel.me/pls,id,Ads,promo
"Facial Hny Rp 42,500 Disc XX Treatment XX Cream amp Free Consultation Exchange sm at Reta Beauty Clinic Jl Diponogoro XX Kudus bit.ly/retacinc S amp K.Info XXX",id,Ads,promo
Your HSBC account have be lock for security reason To re gain access please visit http //hsbc.customerid4921881 .com h X HSBC,en,Fraud,account alert
They 'll attack your home if Joe 's elect Pres Trump need you to become a Diamond Club Member Your name be MISSING Donate bit.ly/3ipuQPr,en,Ads,politics/election
Sell your car in X Hour Cars24 Best prize guaranteed instant payment and FREE RC transfer FREE car inspection Miss call XXXXXXXXXX OR http //bit.ly/2HQmok4,en,Ads,promo
You be due to receive an ATO refund of 2675.51 Visit www.atoreclaim.com and logon with your phone number and ATO PIN XXXXXXXXXXX to claim,en,Fraud,financial
TAX AGENCY You have qualify for a € 139.34 tax refund Find more information on the official website http // Agenciatributaria-es.link,es,Fraud,tax refund
Airtel Truly Unlimited Apna agla recharge karein Rs219 se aur paayein unlimited call sabhi network par 1GB day XXX SMS day unlimited Wynk Music aur unlimited Hello Tunes XX din ke liye Anya recharge ki jaankari ke liye Airtel Thanks App par jayein www.bit.ly/2MybOp5,hi,Ads,promo
Royal Mail Your package have a £ 2.99 shipping fee follow http //royalmail-fees-pay.com/ to pay Otherwise we be force to return the package back to the sender,en,Fraud,delivery
Sorry bad news Biden 's tax increase would hit almost all Wisconsin taxpayer american-herald.com/ XXXX XX XX joe bidens tax plan be too risky.l,en,Ads,politics/election
+32486301843 Your ING account have be place in the quarantine zone and need to be verify again Prevent blockage and follow the step at http //nl.Ing-quarantine.com,nl,Fraud,account alert
ING BE ALERT Confirm your mobile device to continue use my ING Prevent blocking of your online environment http //ebanking-verificationlogin.com/ing,nl,Fraud,account alert
"Benefit from assistance of € 1,500 from the solidarity fund for VSEs for the COVID19 crisis Access the form http // www portal-gouv.info/ STOP XXXXX",fr,Fraud,covid
Buy X Get X Free Instant Veil Show this sm on ZOYA JI Jend Sudirman No 25B Purwakarta Only valid today T amp C apply Promo XXX,id,Ads,promo
Cabify For every Sunday and Monday until 2/10 in BSB use the code PREGUICINHA XX off in X race Valid from midnight to leave send STOP,pt,Ads,promo
Who know you need extra for business etc ... interest X XX X a year at least X million XXX million Info wa XXXXXXXXXXXX,id,Ads,loan/gamble
"Dear Customer You Have Got A Gift From Amazon Online Marketing Organized A Lucky Draw Contest After Registration You Can Take Car TATA SAFARI Or Money Rs XXXXXXX As Your Choice Contact Us XXXXXXXXXX 7596809534,8670435425 Click Here http // amazononlinecontest2021 .weebly.com",en,Fraud,prize
ATM Block Dear customer your ATM CARD hasb beèn block due to BVN upgrade of the year quickly call XXXXXXXXXXX to re activate within 24hours 7:49 be D,en,Fraud,credit/debit card
+62 XXX XXXXXXXX ani actually I XX m secretly watch you chat-v.com/s/50cra8,id,Ads,other
t Withdrawal request from new Device IP China Macau Edit or Cancel detail ledger.com-device.id73457.app/ activity,en,Fraud,account alert
BONUS ALERT Recharge with a Bigga plan and get Double the Data Bonus valid for XX day Click http //bit.ly/1YyYIsA to buy Offer valid till 16th May Smile,en,Ads,promo
AJIO Big Bold Sale be back June XX-XX Bigger Bolder steal Flat XX-XX off on UCB Puma NIKE Levi 's USPA W ONLY more http //bit.ly/2UyCxsL,en,Ads,promo
Santander Payment by transfer in your favor receive in euro Confirm http // santander-online.mywire.org/ ReceibosEUROS,es,Fraud,financial
Alert Ledger Daniel Simion You just send 0.016766 BTC 0/28 confirmation Please visit chain ledger.co.uk within XX min if you need to cancel,en,Fraud,financial
XXXX Stay tomorrow You can win IDR XX million WITHOUT COST from XL Get DOUBLE point today for Grand Prize Reply YES Info bit.ly/xtravgnza4,id,Ads,promo
Dear customer your Airtel sim Number have be b lock for XX hrs please Ekyc Update submit Addhar Card Today please call cu tomer care XXXXXXXXXX immediately,en,Fraud,account alert
XXX in your Paytm Wallet Wallet txn id XXXXXXXXXXX Up to Rs XXXX Cashback on Big bazaar http // m.p-y.tm/big2311,en,Fraud,financial
BPOST A package for you have arrive at our sort center http //bit.do/ Sorting center Dispatch,nl,Fraud,delivery
IMPORTANT Bonus quota run out Currently access be use the main quota Check quota at XXX or mylM3 bit.ly/m3 px,id,Ads,promo
Hello Adopt SMS marketing and increase your income in record time and at minimal cost Find out more http // sm.sg/32x45 STOP at XXXXX,fr,Ads,promo
Text Message Sat Aug XX 11.17 need fast process loan fund low interest without collateral WA chat info at XXX-XXX-XXX-XXX,id,Ads,loan/gamble
`` Buy X Dinner Set Get X set FREE `` on LAOPALA BOROSIL Branded Company BLESSED HOME Besides city center mall Pandari RAIPUR XXXXXXXXXX,en,Ads,promo
We help close the legal CC KTA Scra for credit stop interest X pay off discount XX-XX clear BI amp handle deb collector Hub ABDUL WA XXXXXXXXXXXX,id,Ads,loan/gamble
BancoEstado informs that your COORDENADAS card have expire to solve this problem enter here http //bit.ly/2zRMMBI l www.bancoestado.cl,es,Fraud,credit/debit card
Ignore if XX be not your number If correct immediately check at XXX X XX Remember today be the deadline for model REGISTRATION premium sm CS XXXXXXXXXXX,id,Ads,promo
Congratulations On September 15th you participate in survey lottery competition You finish 2nd See what you win http //psmrt.com/g31,en,Fraud,prize
Who be the strong Indonesian woman Mrs. Meneer He be found in XXXX,id,Ads,other
Your account have be temporarily limit Please follow the link to restore access http // paypal.akhbarelarabs.com/,en,Fraud,account alert
Sorry to disturb my time Mr. DERMAWAN can help you in economic problem info wa XXXXXXXXXXXX,id,Ads,financial
Hi Remember to vote by 9.sept And do you want cheap Router ticket few car more life and less emission in the city Vote for MDG lt X,no,Ads,politics/election
Today at your newsstand in Diario de Navarra Fiesta de Sortzen the Basque public school in Antoniutti,es,Ads,other
Rabobank Your current debit card will expire before use Request your renew debit card now free of charge via http //s.id/informatie-procedure,nl,Fraud,credit/debit card
Your mobile number be register USER TP By XXXXXXXXXXXX Your credit will be deduct by 11k every 23rd to subscribe Type TP XX XXXXXXXXXXXX Free SMS cream at XXX,id,Ads,other
Sorry the service you want be not available Promo Info Want a Samsung Note 10+ from DILAN XX s SECRET Film Scene Hubs XXX XX Follow HIP500 http //tsel.me/HIP500,id,Ads,promo
Wahyuni I saw you cross the road early what be you do in this photo chat-v.com/s/9tjprx,id,Ads,other
"Want X Million Money amp Honda Brio You can also get 100MB with the correct answer min X question Dial XXX XXX FREE FREE X day ago Rp 1,000 day CS bit.ly/smsccim3",id,Ads,promo
quot Santander ES quot User disable for security reason www.bit.ly/ 2xS3mjy activate now v,es,Fraud,account alert
lt gt CaixaBank NOTICE RECEIVED TRANSFER XX-XX-XXXX Please access your CaixaBankNow line by sign it by receive it on the web www.MiCaixa.es,es,Fraud,financial
Surprise PT MKIOS Congratulations No Your SimCard be Officially Get the 4th Prize Rp.100 million Pin m248281 For Info Click www.isiulangpulsa jkt79.blogspot.com,id,Fraud,prize
RM3 KJ Pop channel Successful reg RM3 wk U will receive a weekly new video with unlimited free access Expire 07/02/2019 To stop reply stop KJ No data charge http // m.dailytv.com.my/vd/vIXOD,en,Ads,promo
Sir Do you support Emmanuel Macron Sunday see,fr,Ads,politics/election
Your chosen number will get Rp XXX million from the SHOPEE XXXX SHOP ID 57K2359 U visit CLICK bit.ly/penangbigsalee11,id,Fraud,prize
Hi Am Dr.Shally Moore from Canada.Working in Lodwar Kenya with UNHCR look for a God fearing partner for marriage If interested CALL TEXT XXXXXXXXXX,en,Ads,other
DHL Your parcel be arrive track here http // www.ltjesus.org/dh/ at2zzyk76djb,en,Fraud,delivery
Dear value customer you fail to visit the bank to update ur BVN and ur ATM debit card be Block kindly call customer.care XXXXXXXXXXX to resolve befor 3hrs,en,Fraud,credit/debit card
Your Paypal account have be close due to suspicious activity Please confirm your detail within XX hour http //bit.do/ PPLES,sv,Fraud,account alert
ARGOS Congratulations you 've win the £ XXX gift Do n't miss out Your gift be valid until Sun 2th February http //bit.ly/ARGOS-4314QDnT,en,Fraud,prize
Netflix We be have trouble authorize your Payment Method To protect your account enter and validate now http //rebrand.ly/netfverify,es,Fraud,account alert
Are you run out of electricity token Purchase via SMS Banking BRI Type Buy space PLNPRE space ld PLN space PIN Send to XXXX amp win a chance to get Suzuki Jimney SKB,id,Ads,promo
EE We have be unable to process your payment on your late bill To avoid termination update your detail here http //eeredirect.info/ e=2,en,Fraud,account alert
SPAM XXXXXXXXXXXXX http // Www.smscaster.com Congratulations on your INTERNET Card XXX-XXX xxx Selected 2nd Winner Rp.100.million Dr PT.LEN INTERNET GIFT CODE PIN 25E477R U info Click bi,id,Fraud,prize
Click back button twice to exit Ema from apps XXX utuu ul Ivy CIRITTOCI INIIN tsel.me/csbtl SKB,en,Ads,promo
Solve Your Problems Like Ways X Magic Money X Dreams Haven XX t Come True X Family Problems X Transfer of DII Fetus Pesugihan Tampa Tumbal Please Contact Wa XXXX XXXX XXXX Thanks,id,Ads,other
Your SimCard card get a GIFT from PT PERTAMINA PERSERO with your win PIN code 385ua27 For more info Check at http //bit.ly/info pertamina,id,Fraud,prize
My DigiD A suspicious login have be detect in your My DigiD environment Verify directly via http // digid-customer service.xyz/login to prevent cancellation of your My DigiD,nl,Fraud,account alert
We have identify some unusual activity on your Online Banking Log In via the secure link http //185.99.132.122 to avoid acct suspension,en,Fraud,account alert
PAYTM Dear paytm customer your KYC have be suspended.Paytm office pH XXXXXXXXXX call immediately.Your account will block within XX hours.Thank you paytm team,en,Fraud,account alert
"We choose 5,600 product for you from X dinar to XX dinar shop via the link bit.ly/2XsicnS",ar,Ads,promo
ING Your account will be block on XX-XX-XXXX 00:00 for security reason We advise you to reactivate your current account immediately via the link below http // lihi1 .cc Kwmk3 ING Verification,nl,Fraud,account alert
Your parcel XXXXXXXXX will not ship from the distribution center due to outstanding shipping cost Track your package http //27q.us/1000X,en,Fraud,delivery
Harvey Norman Broadway EXCLUSIVE 1/2 YEARLY VIP OFFER SHOW SMS X XX OFF ALREADY REDUCED PRICE End Sunday T C Apply 20ptOut RPLY STOP or CALL THU 11:38,en,Ads,promo
Your SIM replacement process have begin This will be complete within the next XX hour If this be n't you report it immediately stopswap-mygiffgaff.network,en,Fraud,account alert
"Income Tax e filing require you Kumar to click http //bit.ly/2kkAf1z to submit a formal refund request for the remittance of your overdue approve refund of Rs27,641.09",en,Fraud,tax refund
Introducing Tamilnadu Government 's Kalvi Tholiakatchi channel now on Airtel Xtream App available in your mobile pack Make your kid learn online from home To watch now click get.airtel.tv,en,Ads,other
NOT TO BE MISSED X day of UNLIMITED Social Networks in 4G network for only XXX Buy your bag at XXX option X Promotional Bags until 01/28,es,Ads,promo
Today You Get +1000 PULSE COINS amp Unlimited Chat Packages How come it XX s still not take Call XXX XXX X IMMEDIATELY to pick up Can be exchange for credit Rp2k 3x mg,id,Ads,promo
8793XXXX05 receive payment of Rs 3500.00 by PAYTM Txn ID 9908XX25X Download now and Register to Receive your amount TnC http //m4sg.com/fq4KK7isl,en,Fraud,financial
INFO FROM THE COOPERATIVE We offer online loan without collateral min X million XXX million interest chat wa XXXXXXXXXXXX,id,Ads,loan/gamble
PALACE XXX Why be it so difficult bit.ly/istana9lla Just Relax Playing Came Puk Chat bit.ly/chatistana,id,Ads,other
Too late at home want to play b4cc4rat bet join us www.633cash.com and get cashback and referral promos pin bbm D1BE16CE,id,Ads,gamble
Claim a Free Glucometer today Get Beato Curv also receive free diabetic support through our app Limited Bonanza Offer For You t.gi9.in/J3dou X min to Idea,en,Ads,promo
.Your Bankia account have be block To activate your account you can access safely from http // clientinformation.serveirc.com L,es,Fraud,account alert
Orange Unpaid invoice € 1.95 To regularize immediately before the suspension of your service http // orange -espaceclienty5.com/ page XXXXXXXXXXX,fr,Fraud,account alert
Siloam Hospitals Open massive job vacancy Medical Non-Medical Personnel for SMA Equivalent D3 S1 S2 For info click on the link recruitmentsiloam.com,id,Ads,promo
SABADELL We inform you that you have receive a transfer in your favor please to confirm the transfer start your session on the web www.csabadell.es,es,Fraud,financial
Dear Customer We Need to Re Verify ure Mobile No every Months To Continue Receiving Toll Free Alerts for DEMAT Equity F O Transaction Give MissCall XXXXXXXXXX,en,Ads,other
HT Media have request payment of Rs 1799.00 Purpose HT Mint X Year XXXXXXXXXX Click http //paytm.me/A-RIVKG to pay Regards Team Paytm,en,Fraud,financial
Your package arrive can you track it here http //barspy.net/id/ 16p3wzu6vfc,de,Fraud,delivery
Your outstanding amount have not yet be credit to the CJIB account You still have a claim of EUR 478.35 Pay via iDeal reference-hf94846.nl,nl,Fraud,financial
SELAMAT.NO you be choose as the 2nd winner of your PT LAZADA PIN JK25FG7 For more info click www.lazada439.blogspot,id,Fraud,prize
PostNL Your package have reach our PostNL sorting center Click on the link to track your package http //pakket-bezorgservice.info/postnl/track amp trace=3STGVT002294913.html,nl,Fraud,delivery
Hi I 'm reach out because Nurses Say Yes on X Have you see our new ad http // now.us/s6ZV Can we count on your support Reply Y N or U if you 're undecided,en,Ads,promo
I hope you be all healthy Mr. Mrs I serve refinance leaseback for mob1L b T.over and ceiling can be XX without survey sy Anton no wa XXXXXXXXXXXX XXXXXXXXXXXX,id,Ads,loan/gamble
At first it XX s just a casual acquaintance but after that why do you remember it want to chat a lot oh yeah this be the new number n08091401142 please call me .. no sex and sara,id,Ads,other
Our record show that you be eligible for a payment of XXX due to the recent out break of the COVID XX virus To claim please visit http //bit.ly/306MA4q,en,Fraud,covid
Congratulations Your Eligibility Confirmed for Pension Yojna XXXX with Ref XXXXXX Get now bkmp.me/ hmhago XXX,en,Fraud,financial
We have give 4n income per X day with a profit of XX -XX Interest please join WA OVUULUUTI ^u or click www.investasi-pjb.com,id,Ads,loan/gamble
Congratulations m_ndptkn Rp.175.jt annual program XXXX SHOPEE PIN J7K2B59 U INFO visit s.id/gift-bigsale2020,id,Ads,promo
SHOPEE YOU ARE LOGGING IN ON A NEW DEVICE use XXXXXX Valid for XX min NEVER share this code with others include Shopee staff,en,Fraud,account alert
"Welcome to SHOPCLUES.COM online shopping Dear Customer Congratulation You be the lucky winner of 1st prize Mahindra XUV500 W11 Two option for receive your prize X HOME DELIVERY OR X Marketing Value RS 16,96,000 Cash ke liye TDS charge XXXX CAR ke liye TR paper charge XXXX SHOPCLUES.COM account number XXXXXXXXXXX IFSC code SBIN0005507 Help Center -XXXXXXXXXXX www.onlineshoppingswinner.in 10:10 AM via Jio 4G",en,Fraud,prize
Chelsea v Atlético Madrid Will meet again at UCL XX Mar XX 03.00 WIB Activate the MAXstream Vidio 10GB Package for only 25k at tsel.me/vidio 10g25k XXX XXX,id,Ads,promo
"Dull Bill XX mm XXXXXXXXXXXXXX XXXXXXXXXXXXX Capital only 10,000 X there be a game you can win TOG3L TAIWAN X no Game From +6282377563759 28/02/2019 03:10 PM",id,Ads,gamble
Dear Pytm customer your Pytm KYC have be suspend Call Pytm office PH XXXXXXXXXX immediately Your account will block within XX hr Thank you Pytm team,en,Fraud,account alert
Credited XXX Netflix point in your account Click on Activate http //nmc.sg/b2yu6D to enjoy unlimited movie and TV show Valid for today T C,en,Fraud,account alert
"BB Informe YOU HAVE 118,327 ACCUMULATED POINTS EXPIRED 07/07/20 REDEEM NOW FOR YOUR LIVELO ACCOUNT http //livelo.cliente bb.club BBMais Que Digital",pt,Fraud,account alert
Koperasi Sejahtera Bersama offer online loan of min X million XXX million for collateral info chat WA XXXXXXXXXXXX,id,Ads,loan/gamble
Your Amazon account have be lock due to illegal activity To continue use the service please update the information http //bit.ly/wa .........,ja,Fraud,account alert
Dear BMO member Unknown device connection have place your account on hold until verification please comfirm your account www.sco1datassl.com/bmo,en,Fraud,account alert
Mr Ms Need a Mod Loan .. Please Apply for a Loan at KSP-SB Provides Loans of X million to XXX million without a guarantee for a fast amp secure process Chat info WA XXXXXXXXXXXX,id,Ads,loan/gamble
YOU CAN EARN MONEY IN QUARANTINE LIBRA FACEBOOK IS THE NEW BITCOIN Invest XXX earn XXX in day Guaranteed +442,es,Fraud,financial
Afternoon Shela want to offer Yamaha motorbike all type with cheap installment package up to X million prize Unit ready stock amp ready to be send home Tel WA XXXXXXXXXXX,id,Ads,promo
there be some problem when delevering your package to on 10/12 http //bit.ly/ 2E1,en,Fraud,delivery
Dear customer your SBI bank account have be suspend for KYC please complete your KYC XX min click here link http // ab3772462a54.ngrok.i o sbibank SMS 7:01 pm,en,Fraud,account alert
Dear customer your paytm be just finish Make contact XXXXXXXXXX or XXXXXXXXXX otherwise your account will be close 24hr,hi,Fraud,account alert
Scott important alert for the USPS package 6S7859 from 05/20/2020 Click m9sxv.info/ IbKGrxoLgf,en,Fraud,delivery
Apple inc Your lose iPhone XX Pro have be find near Cideng Jakarta IDN Check location at http //idn-apple.com/map/ auth=OV6k,en,Fraud,other
PAYTM Dear customer your paytm KYC have be suspend To Verified paytm KYC call XXXXXXXXXX immediately paytm Account will be block within 24hours This message be send from an unknown number,en,Fraud,account alert
IP video intercom HD smart camera Alarms with cellular response Informatica Networks XXXXXXXXX 24807739.www.amc .com.uy amc amc.com.uy all over the country,es,Ads,promo
Your Paytm have be hold in today 's XXX KYC palace contact Paytm office Ph XXXXXXXXXX thanks Your Paytm block Within 24hr,en,Fraud,account alert
Dear BPK MOM OFFICIAL MESSAGE NEED BUSINESS CAPITAL CPAT PROCESS MIN X MILLION XXX MILLION INTEREST WHATSAPP XXXXXXXXXXXX,id,Ads,loan/gamble
Your invoice be TAKEN twice please complete the refund form http //pow.gd/hsQu7U Now to Telenet,fr,Fraud,financial
"Publimovil Don XX t miss our LVBP Results news and more Click http // Ip.mgnc.com.ve Cost Bs 25,542.63 c imp per day",es,Ads,promo
Tam Dr. Williams brown could you partner in supplying of Raw material from India to UK contact me for more detail on this Email EMAIL,en,Ads,promo
Scotiabank Alert Your card start with XXXX be disable for security Please secure your account below http //scotiabank.sml-23-19-mls.com/s,en,Fraud,credit/debit card
You receive X new photo -- message http // yourgoogl.com/c/d i 1fjkOrdkEJ,en,Ads,other
Best place to heat up Black Friday n have iPhone SE 64GB for only 12x of 221.58 and free shipping on TIM Black Access promo.tim.com.br/l8jyYv and guarantee,pt,Ads,promo
We From KSP SB Offer Fast Safe and Easy Online Based Loans Chat WA XXXXXXXXXXXX,id,Ads,loan/gamble
Dear PAY2TM customer your pa2ytm KYC have be susp2ended off2ice pH XXXXXXXXXX immedi2ately.your account will block within 24hr.Thank you PAY2TM TEAM,en,Fraud,account alert
Your NAB account have be block for unusual activity Please log on to www.nabmobilec.com and follow the unlock procedure NAB 4:54 AM,en,Fraud,account alert
ING A suspicious login attempt have be detect If you be not verify your detail now via http //www-mijning.info/,nl,Fraud,account alert
+32 XXX XX XX XX Proximus Your bill be PAID twice by mistake go to https // da.gd/Skynet,fr,Fraud,financial
"Dear sir madam You ARE Winner of Flipkart Shopping bumper dhamaka You Win X st Prize Mahindra XUV XXX Price of Rs 13,50,000 Registration Charges Rs -12,800 and winner charge RS.9,500 pay in bank account Helpline No XXXXXXXXXX XXXXXXXXXXXXX",en,Fraud,prize
Alert Scotia Bank Account temporarily suspend myalert-scotlabank.com,en,Fraud,account alert
Enjoy the high lottery discount from all other lottery sit up to XX only at AFATOGEL http //bit.ly/2lxrWdx as well as Arcade Games Tangkas Balls Dominoes,id,Ads,gamble
Mon Jan XX 11:25 PM ALERT Your Bmo Bank account have be suspend To unlock your account click here http //bit.ly/ 1KVFRmf,en,Fraud,account alert
Dear customer Your AIRTEL SIM card be block due to no usage you can unblock complete your KYC document call immediately XXXXXXXXXX,en,Fraud,account alert
Your hardware wallet have be deactivate You be require to pass verification due to the new KYC regulation ledger.com.device.id 756728.app/verification,en,Fraud,account alert
We Help Closing CC KTA Reschedule remove X interest Repayment XX discount Bleaching doesn XX t pay at all Hub ROHMAN XXXXXXXXXXXX WA,id,Ads,loan/gamble
SHOPEE GRANDPREZE Congratulations you be the winner of the XXX million SHOPEE MILLIONAIRE With PIN NO JZK259 U More info click on www.hargashopee.cf,id,Fraud,prize
"Congratulations 9703XXXX99 You be Selected for Rs 50,000 Fixed Deposit Yojna Verify your Email now http //epx9.com WNHWNKKMYHANPL",en,Fraud,prize
Black fungus in diabetic pa tients Get tip from Senior Endocrinologist Dr. Batra 6th June 11AM on Apollo 24/7 Health Hour Register klr.pw/mFley/PUHqVh,en,Ads,promo
You have X new photo message http //fotopic.club/c/d i=3YOgtjVhH,fr,Fraud,other
from PhonePe Rs.5000 will be debit from your account on approve the request http //phon.pe/lhpheaqg,en,Fraud,financial
r6t8srt74 Congratulations You 've win a XXX Black Friday gift card click here-kutt.it/X7Rob1 to redeem it Sponsored by- Walmart Authority,en,Fraud,prize
kqv609mf79 USER.edu.vn fuck my pussy and suck my juicy pussy http //fuck55hard.page.link/ naxz,en,Ads,other
CREDIT CAR BPKB Process fast amp easy Cashback promo up to X million No BI check Bs Takeover Rate 0.7 Assisted until liquid WA http //bit.ly/2ri1pcb,id,Ads,loan/gamble
Rabobank Your debit card be outdated and will expire on XX-XX-XXXX Request your new debit card for free via http //s.id/rabobank-2191,nl,Fraud,credit/debit card
Apply SBI Home Loans through Govt of India website http //psbloansin59minutes.com/sbi Get in principle sanction letter loan sanction in X day if eligible,en,Ads,loan/gamble
To keep your bung account active please verify your contact detail http //bung.com/login/,en,Fraud,account alert
